pessoa_id;telefone_principal;telefone_secundario
3655;(16) 8007-4892;(41) 3605-5436
3656;(11) 4197-8161;(45) 6945-5289
3657;(16) 4725-9925;(47) 4546-8661
3658;(87) 8777-9147;(61) 6589-7111
3659;(81) 5670-2699;(11) 5357-5696
3660;(19) 3720-6115;(21) 4656-4736
3661;(11) 4206-6949;(11) 8899-8104
3662;(67) 4553-2392;(15) 3183-6048
3663;(19) 8746-2194;(41) 7914-2546
3664;(11) 2490-9085;(31) 6616-9258
3665;(35) 7385-8372;(12) 3654-9093
3666;(21) 3836-5937;(51) 7953-7925
3667;(61) 7073-3289;(42) 8295-4155
3668;(84) 9962-4317;(83) 8046-7794
3669;(43) 8827-4154;(81) 4052-9508
3670;(33) 9090-8818;(92) 8827-8269
3671;(88) 9884-7810;(92) 2958-5794
3672;(19) 3171-9862;(19) 7027-3986
3673;(14) 4537-5400;(11) 9994-6696
3674;(84) 8296-8355;(16) 3299-5123
3675;(62) 9993-6860;(11) 9281-2809
3676;(11) 9548-2870;(62) 9199-4782
3677;(14) 8030-9556;(11) 6033-8817
3678;(98) 8269-5026;(71) 6708-5603
3679;(83) 9282-9420;(14) 6632-7873
3680;(11) 8461-4776;(21) 9748-7460
3681;(21) 4435-9093;(42) 3388-8884
3682;(63) 8726-6444;(11) 4027-3339
3683;(11) 8150-7452;(11) 7335-3599
3684;(83) 9193-2603;(85) 3739-9892
3685;(41) 4331-3048;(42) 8219-7026
3686;(91) 2105-2273;(24) 6262-7527
3687;(21) 4782-4837;(69) 6688-4864
3688;(27) 4779-2568;(53) 6156-9024
3689;(21) 6278-7939;(11) 2243-9324
3690;(81) 7395-2745;(91) 8955-2181
3691;(48) 4686-4297;(79) 7397-4112
3692;(16) 8478-3467;(91) 4641-4516
3693;(61) 7166-7934;(11) 9204-9365
3694;(85) 6318-7047;(75) 4037-8085
3695;(81) 6838-6138;(11) 3496-7131
3696;(16) 6291-8031;(62) 9060-7872
3697;(14) 3305-6534;(24) 6906-2574
3698;(85) 3056-2324;(21) 9683-4108
3699;(37) 4944-2910;(54) 3875-4766
3700;(11) 6267-7806;(31) 5486-3716
3701;(11) 2289-2938;(22) 3061-3770
3702;(11) 2871-4298;(17) 4234-8174
3703;(87) 7624-3318;(11) 5409-4343
3704;(82) 3691-5122;(83) 4842-2308
3705;(61) 7082-2473;(42) 6979-4875
3706;(19) 7201-3974;(92) 6985-3292
3707;(16) 8613-4096;(47) 9860-6586
3708;(62) 5265-8153;(98) 8322-9380
3709;(61) 6407-7936;(69) 4683-6272
3710;(81) 7368-6591;(98) 3699-4904
3711;(44) 2030-9692;(67) 6437-6560
3712;(19) 3207-8374;(47) 3821-5993
3713;(16) 9392-9905;(61) 9289-9559
3714;(84) 6246-8187;(54) 4946-7087
3715;(71) 6324-8528;(43) 8641-6859
3716;(24) 5792-2227;(34) 6843-7956
3717;(11) 4217-9138;(71) 6750-5674
3718;(85) 7654-4832;(53) 2560-5476
3719;(21) 6807-3623;(81) 4423-7435
3720;(99) 9747-7819;(11) 6152-9120
3721;(81) 3650-7210;(62) 5251-5144
3722;(21) 4138-3264;(43) 3804-3943
3723;(11) 9075-7097;(49) 6482-8904
3724;(92) 4242-6104;(84) 7241-5166
3725;(16) 8156-5990;(91) 3292-4607
3726;(21) 3608-5606;(11) 6000-8730
3727;(71) 7581-3778;(38) 8705-8564
3728;(48) 4368-6667;(41) 2567-5427
3729;(81) 6126-5788;(11) 7968-9359
3730;(67) 9849-7547;(82) 3224-5497
3731;(31) 5637-9710;(85) 2003-3583
3732;(84) 4167-9596;(34) 2473-4985
3733;(19) 2335-4752;(31) 8988-2133
3734;(42) 8609-6886;(85) 7986-9954
3735;(11) 7001-2503;(19) 8882-3437
3736;(62) 2378-8887;(11) 2364-7937
3737;(67) 6961-2902;(31) 5969-2208
3738;(81) 9468-9228;(81) 6458-9148
3739;(63) 7139-5539;(31) 3132-4312
3740;(71) 5561-5622;(83) 3602-4089
3741;(41) 9235-3845;(24) 4569-3479
3742;(11) 6155-7585;(24) 9154-3580
3743;(98) 7554-7333;(31) 9050-6138
3744;(42) 7974-6662;(21) 3028-9297
3745;(11) 3770-7270;(44) 6792-9739
3746;(71) 7746-6626;(11) 9330-9995
3747;(11) 6389-2332;(81) 6372-9281
3748;(98) 6464-5895;(48) 9890-5645
3749;(31) 9646-6213;(98) 9383-2261
3750;(54) 6486-5002;(24) 9288-5555
3751;(21) 9534-6500;(11) 8579-2685
3752;(61) 9581-3898;(18) 4753-5972
3753;(11) 4071-4992;(11) 6382-7968
3754;(51) 7367-2513;(84) 9064-3429
3755;(21) 2970-2949;(22) 8606-3759
3756;(11) 2524-9166;(83) 2093-3642
3757;(16) 5522-8327;(15) 5383-4865
3758;(11) 4724-7095;(16) 7069-2275
3759;(19) 3499-8695;(31) 6292-2527
3760;(81) 4032-4779;(21) 6588-8645
3761;(84) 7130-8225;(19) 2711-6778
3762;(61) 9095-3771;(17) 8492-7294
3763;(21) 8124-4209;(81) 3898-5794
3764;(65) 3465-5604;(11) 4291-4394
3765;(13) 4085-6063;(51) 3934-5650
3766;(65) 3969-3632;(63) 4568-2628
3767;(55) 7016-6564;(34) 3376-7846
3768;(67) 2109-8930;(61) 6624-7624
3769;(35) 3128-7954;(42) 2627-7515
3770;(11) 2467-7822;(51) 5429-8229
3771;(87) 4053-6689;(48) 3662-9436
3772;(85) 9859-6031;(21) 2872-5634
3773;(11) 5537-4668;(11) 2768-4561
3774;(22) 7143-3403;(41) 8614-7637
3775;(11) 3374-5326;(61) 7514-8197
3776;(61) 9142-3323;(67) 3454-8262
3777;(41) 7629-3300;(81) 7134-6494
3778;(31) 8909-4171;(92) 4418-8929
3779;(49) 5402-3348;(34) 9908-6261
3780;(81) 5334-5080;(11) 6078-3899
3781;(37) 6389-3048;(27) 4497-6690
3782;(15) 2156-7386;(11) 9600-6183
3783;(24) 8413-3068;(92) 4766-3563
3784;(21) 8476-6547;(11) 6102-9724
3785;(92) 2865-9690;(16) 7743-5199
3786;(14) 9612-4361;(17) 6524-3858
3787;(43) 7894-4367;(81) 5412-8051
3788;(22) 5207-7807;(65) 3802-7866
3789;(49) 9649-7357;(81) 2570-3697
3790;(11) 5653-5089;(17) 7491-3237
3791;(81) 4411-4915;(92) 8870-3576
3792;(11) 5244-9786;(31) 3316-4415
3793;(31) 8480-3473;(82) 9946-8459
3794;(16) 6967-6502;(21) 7037-8886
3795;(13) 9118-6732;(81) 2882-8669
3796;(41) 4772-5756;(62) 6428-2483
3797;(37) 2871-7060;(24) 2021-3019
3798;(27) 3808-9438;(11) 8296-4058
3799;(21) 5247-6694;(21) 8555-6796
3800;(19) 5832-4449;(16) 3198-3213
3801;(21) 4798-6729;(67) 6368-4325
3802;(32) 3580-6793;(11) 6050-2417
3803;(62) 8609-3387;(19) 2825-7816
3804;(71) 4920-4176;(86) 8399-5535
3805;(12) 6769-9523;(31) 2069-3605
3806;(15) 9616-2161;(11) 8692-3844
3807;(11) 3060-2556;(19) 5210-6262
3808;(11) 2735-8066;(21) 9819-7462
3809;(51) 7234-2704;(11) 8077-9732
3810;(21) 4061-4577;(21) 3057-8355
3811;(12) 4529-4476;(53) 5065-3880
3812;(47) 8924-5234;(85) 7529-2578
3813;(35) 3711-8205;(41) 4409-8803
3814;(11) 6711-9337;(81) 9366-4988
3815;(24) 6194-7451;(71) 6198-3612
3816;(11) 4993-5610;(48) 9235-6057
3817;(62) 7967-9900;(47) 6413-7103
3818;(47) 6871-6182;(82) 7628-7778
3819;(18) 6521-6885;(94) 5012-6736
3820;(15) 5282-6275;(51) 3769-3218
3821;(14) 4580-5726;(47) 5800-5096
3822;(55) 7314-7975;(11) 7313-2699
3823;(42) 5358-3500;(79) 5536-7628
3824;(67) 8779-6105;(85) 7875-9152
3825;(47) 3612-5911;(31) 8676-7274
3826;(31) 8778-4966;(11) 3424-6748
3827;(16) 4744-9061;(11) 9423-6040
3828;(69) 7554-8004;(91) 8920-3517
3829;(71) 6779-2387;(41) 6278-6345
3830;(21) 8753-7541;(31) 7747-4742
3831;(54) 6422-2571;(85) 9831-5292
3832;(19) 8895-4109;(38) 2586-9119
3833;(11) 7018-2659;(19) 8450-4490
3834;(81) 7370-9529;(91) 9484-7228
3835;(92) 7737-7168;(54) 4300-2765
3836;(34) 2389-3165;(19) 8064-2036
3837;(64) 5001-4298;(27) 4819-4397
3838;(12) 7644-3406;(12) 5101-7685
3839;(63) 8769-5568;(51) 8317-9307
3840;(11) 5689-3313;(44) 5144-9732
3841;(19) 8455-9989;(16) 3585-8214
3842;(55) 9062-6724;(61) 6175-8719
3843;(84) 2548-6706;(11) 2395-3854
3844;(53) 5526-9338;(11) 7923-3454
3845;(48) 6891-9343;(19) 4853-5730
3846;(16) 2887-9239;(27) 8412-5011
3847;(27) 6207-9302;(21) 7079-4330
3848;(43) 5741-3557;(19) 7592-3263
3849;(85) 6050-2865;(11) 6765-8403
3850;(62) 4849-7199;(67) 8290-7057
3851;(11) 6458-2478;(47) 8270-7750
3852;(27) 8672-4699;(22) 4383-2180
3853;(27) 4575-5223;(21) 3030-6402
3854;(11) 8990-4838;(61) 5545-6383
3855;(47) 4995-9738;(31) 2606-2476
3856;(24) 7812-9017;(21) 7153-4145
3857;(81) 3610-7102;(69) 6932-4233
3858;(11) 7039-2972;(71) 6688-5130
3859;(12) 7614-3485;(32) 2192-5915
3860;(14) 8098-4302;(13) 2583-4951
3861;(92) 4281-8813;(34) 5410-4569
3862;(32) 4497-6586;(11) 5605-3481
3863;(27) 9539-4801;(31) 2358-6912
3864;(14) 7532-3333;(43) 6391-6665
3865;(61) 9255-9132;(15) 5800-6445
3866;(11) 8745-6188;(53) 5796-3604
3867;(71) 5297-4896;(86) 3026-8245
3868;(11) 4533-2982;(37) 3252-7673
3869;(81) 9684-5213;(19) 7234-5266
3870;(44) 5156-8515;(71) 3312-4257
3871;(44) 5994-3757;(27) 9402-2024
3872;(81) 2292-4758;(51) 7675-9009
3873;(11) 8342-8561;(41) 8628-6410
3874;(32) 2010-2071;(91) 8683-7071
3875;(73) 6652-8212;(34) 9239-2901
3876;(67) 6321-9363;(71) 9802-2700
3877;(11) 7661-3175;(71) 8725-4779
3878;(84) 6950-2544;(62) 7041-3302
3879;(71) 9997-8451;(47) 8546-8083
3880;(37) 9101-2277;(47) 4965-4765
3881;(64) 2388-8913;(11) 8094-8122
3882;(51) 8026-5760;(21) 6944-7814
3883;(31) 8465-8846;(83) 4476-7519
3884;(47) 2139-3282;(92) 6768-4705
3885;(82) 4194-6221;(51) 9567-5446
3886;(21) 4554-3529;(51) 9563-3055
3887;(84) 7044-9273;(67) 5841-9810
3888;(12) 6233-2726;(77) 6969-8581
3889;(11) 8670-2740;(45) 5453-5087
3890;(81) 6773-2858;(67) 8912-5760
3891;(49) 5404-8773;(21) 3828-2952
3892;(43) 8449-4487;(65) 7846-8976
3893;(61) 6167-5574;(11) 4870-8123
3894;(11) 5633-2444;(47) 6348-8211
3895;(19) 8246-7561;(21) 7884-2424
3896;(63) 9852-2869;(81) 7413-6840
3897;(92) 9365-2473;(62) 3398-5179
3898;(31) 6464-7557;(81) 2429-9945
3899;(48) 4370-6180;(21) 8263-3599
3900;(31) 9446-6943;(21) 2717-7902
3901;(42) 8531-6548;(21) 3296-6113
3902;(92) 2156-9412;(27) 9504-9920
3903;(19) 9008-4412;(11) 3599-7987
3904;(62) 5814-7602;(11) 7847-9572
3905;(27) 6674-2440;(34) 4602-2958
3906;(65) 6415-7378;(86) 5929-6353
3907;(92) 8030-9224;(62) 4777-3505
3908;(91) 6575-5758;(48) 4085-6662
3909;(19) 4505-2805;(67) 9927-9394
3910;(11) 5935-7514;(34) 9975-3347
3911;(62) 5422-9506;(11) 7256-4903
3912;(13) 4777-4506;(81) 7616-2218
3913;(67) 5975-9061;(11) 2022-3626
3914;(11) 5956-7406;(92) 5048-3536
3915;(31) 8329-6857;(19) 7016-3611
3916;(11) 4426-3433;(54) 7367-6863
3917;(62) 6889-4664;(67) 7996-3307
3918;(11) 5477-4153;(71) 4372-3334
3919;(31) 8829-8655;(42) 8498-4050
3920;(11) 6086-6995;(63) 8251-5362
3921;(85) 7891-4165;(19) 7504-7651
3922;(16) 8973-4380;(62) 7300-8669
3923;(42) 2315-4156;(11) 2301-3199
3924;(15) 6153-3709;(11) 3236-6281
3925;(11) 3562-4299;(11) 2937-2101
3926;(12) 2071-2551;(19) 6249-6096
3927;(19) 5912-4871;(21) 9886-5928
3928;(67) 5057-2827;(91) 2163-8796
3929;(21) 2519-9940;(31) 2783-6497
3930;(11) 8840-9270;(35) 4715-4630
3931;(11) 5467-3454;(67) 9393-9092
3932;(61) 5461-7381;(21) 2487-6325
3933;(73) 6602-6328;(16) 3721-9304
3934;(24) 5490-9117;(71) 8548-8183
3935;(21) 2925-4617;(73) 7423-3826
3936;(11) 8978-7179;(34) 9141-7975
3937;(85) 7518-5660;(18) 5871-3084
3938;(51) 5557-2967;(55) 4597-8104
3939;(15) 3486-8460;(12) 4457-3100
3940;(11) 4148-3483;(14) 8307-2682
3941;(85) 5189-2395;(85) 8077-4111
3942;(41) 6185-8889;(65) 7198-3523
3943;(11) 7353-5568;(11) 8000-4303
3944;(62) 8129-7288;(64) 8464-4146
3945;(19) 4093-7197;(12) 5001-7822
3946;(11) 3779-6773;(35) 8947-6565
3947;(21) 2581-7475;(41) 2492-7817
3948;(84) 2669-8759;(31) 4031-6739
3949;(62) 7419-3050;(12) 9983-3714
3950;(14) 3338-5264;(81) 6785-7338
3951;(83) 8284-8676;(11) 9458-9593
3952;(91) 8475-3144;(16) 7186-4053
3953;(11) 6270-2283;(84) 5558-8729
3954;(61) 2504-9648;(51) 9884-8949
3955;(85) 3576-4439;(67) 2188-8189
3956;(87) 7293-8062;(33) 9070-5844
3957;(14) 4382-2967;(81) 8431-6180
3958;(41) 5163-6657;(21) 8455-4889
3959;(12) 8584-8827;(11) 4458-4017
3960;(61) 5579-2203;(42) 5932-6879
3961;(21) 4291-9147;(93) 5902-2413
3962;(81) 7624-9405;(32) 9805-8108
3963;(35) 7005-5735;(31) 7242-3065
3964;(12) 6493-5615;(11) 8605-4737
3965;(27) 7389-8847;(45) 2381-8604
3966;(41) 6780-6076;(51) 9797-5346
3967;(45) 7516-3085;(12) 5571-9807
3968;(62) 9742-6371;(33) 2232-6442
3969;(86) 8120-6932;(24) 3260-6512
3970;(41) 8785-9015;(61) 4745-4334
3971;(62) 4393-4469;(13) 3716-8075
3972;(51) 9593-7359;(54) 8201-8495
3973;(31) 3131-2292;(67) 4549-7724
3974;(71) 3403-6722;(21) 9908-5733
3975;(21) 5882-6727;(62) 6454-6577
3976;(21) 2579-9824;(19) 7471-6774
3977;(69) 5443-7480;(11) 5200-3409
3978;(11) 6111-6857;(14) 3590-5903
3979;(83) 7399-6270;(11) 9573-8286
3980;(27) 4237-2565;(81) 5861-9568
3981;(47) 9849-4716;(62) 6295-6846
3982;(62) 8739-8632;(21) 9134-5213
3983;(11) 6499-3520;(86) 3133-7617
3984;(21) 4603-4650;(11) 2459-5982
3985;(66) 8553-2518;(63) 2795-4687
3986;(11) 9238-9032;(37) 3468-7079
3987;(19) 9767-2673;(27) 3915-4443
3988;(27) 8805-9854;(47) 4327-5855
3989;(11) 5847-4746;(68) 7994-9674
3990;(11) 8427-2888;(11) 2576-2869
3991;(31) 9610-7535;(24) 4907-2825
3992;(11) 2746-8106;(21) 3604-3513
3993;(41) 3970-6329;(11) 3056-2860
3994;(81) 6993-9037;(11) 4653-9263
3995;(33) 3494-2803;(24) 6145-3298
3996;(11) 2548-2540;(63) 4346-9182
3997;(73) 7962-9129;(81) 8257-6801
3998;(83) 5657-4408;(67) 3703-6011
3999;(47) 9278-9611;(62) 4488-6562
4000;(81) 5593-7093;(11) 8532-6700
4001;(35) 6873-6419;(61) 8601-5287
4002;(38) 3674-8204;(14) 6716-5757
4003;(16) 7275-7970;(71) 4759-8735
4004;(34) 7507-9723;(31) 4726-4207
4005;(11) 5966-9917;(62) 2666-9852
4006;(31) 8652-9052;(11) 5674-7639
4007;(11) 6156-6629;(41) 5104-2968
4008;(85) 3131-8830;(61) 5974-8190
4009;(11) 9736-6415;(73) 5121-3668
4010;(27) 9998-6681;(19) 9545-5606
4011;(11) 4895-4551;(34) 2252-6612
4012;(14) 3200-6740;(94) 2976-5081
4013;(61) 3679-4984;(48) 9353-2399
4014;(11) 2085-7640;(21) 8919-8298
4015;(81) 5470-5092;(11) 4721-3242
4016;(11) 7255-6890;(92) 4219-4678
4017;(11) 5606-9281;(15) 7350-8107
4018;(98) 5989-6988;(84) 9263-9048
4019;(61) 7092-4991;(67) 5866-9069
4020;(67) 9337-2709;(53) 9888-3393
4021;(51) 5731-5801;(92) 7177-8965
4022;(27) 5204-2596;(34) 3706-6624
4023;(81) 6203-7527;(11) 5978-5602
4024;(11) 7117-6021;(85) 6941-5394
4025;(34) 4128-9038;(21) 2119-7321
4026;(81) 6990-4131;(13) 3048-3385
4027;(98) 2160-8282;(21) 9001-6643
4028;(21) 8648-2531;(62) 3257-4175
4029;(85) 7399-6345;(96) 6989-4033
4030;(67) 4816-8300;(81) 7638-9130
4031;(92) 9864-2322;(19) 4242-6611
4032;(21) 3288-5059;(85) 7978-7520
4033;(11) 6110-4022;(27) 9798-3437
4034;(21) 2327-7347;(11) 4905-9358
4035;(15) 7972-9998;(95) 4882-4822
4036;(11) 5781-5160;(11) 9022-6138
4037;(19) 2759-9628;(31) 9313-4366
4038;(22) 5599-6295;(28) 9011-9889
4039;(85) 5549-3557;(11) 7704-3670
4040;(17) 3954-6745;(61) 5677-7799
4041;(85) 5122-4778;(27) 7238-4668
4042;(84) 8011-4304;(11) 4080-3767
4043;(19) 7111-5666;(16) 8855-9748
4044;(61) 7460-2489;(55) 8152-4068
4045;(81) 6060-5955;(98) 3771-3963
4046;(11) 8621-4107;(67) 7454-4437
4047;(86) 8906-3600;(61) 3284-5984
4048;(64) 6212-7370;(86) 6699-4387
4049;(12) 9470-5762;(63) 8626-7360
4050;(91) 6903-6712;(31) 5957-7902
4051;(81) 3738-3578;(81) 9791-3745
4052;(62) 6551-3661;(11) 4470-2310
4053;(47) 2060-9396;(22) 2600-8360
4054;(61) 2920-4366;(51) 5222-2964
4055;(21) 8037-6313;(84) 5028-7270
4056;(19) 8035-3073;(61) 3973-2644
4057;(11) 3447-9551;(21) 5953-4523
4058;(91) 2213-6451;(11) 7643-6024
4059;(16) 9508-6176;(16) 7868-8796
4060;(11) 4389-6866;(24) 6281-6062
4061;(61) 9067-8586;(11) 2423-6407
4062;(85) 2642-6094;(19) 9199-8819
4063;(81) 2589-2922;(24) 9938-5259
4064;(84) 6743-7906;(81) 4289-8692
4065;(49) 8375-3717;(81) 8773-6110
4066;(88) 2997-6120;(35) 9556-8532
4067;(83) 9117-5644;(11) 2391-4126
4068;(85) 3680-7675;(21) 4260-9802
4069;(67) 6392-7406;(11) 6173-6185
4070;(62) 7825-8752;(31) 3276-8912
4071;(11) 4230-4907;(11) 6071-2252
4072;(47) 6563-3756;(51) 4784-4924
4073;(54) 9561-6264;(63) 5002-6995
4074;(71) 5962-7062;(11) 9185-2711
4075;(85) 5705-5166;(62) 8558-9386
4076;(21) 9579-8805;(21) 8841-6245
4077;(12) 9102-2225;(12) 2694-6670
4078;(47) 4958-4331;(34) 5859-2544
4079;(11) 3320-3249;(21) 9534-7402
4080;(21) 9485-9283;(91) 2602-5834
4081;(63) 3697-8394;(42) 2412-7347
4082;(24) 9795-4144;(41) 5673-6265
4083;(18) 8016-7146;(34) 4694-4631
4084;(21) 4921-7878;(18) 8486-7301
4085;(75) 3997-2369;(21) 2576-4829
4086;(42) 3058-8972;(11) 4724-4103
4087;(11) 6753-3253;(92) 7638-6725
4088;(16) 2180-9008;(21) 9902-2676
4089;(21) 5782-7727;(84) 5474-4636
4090;(49) 7317-7013;(11) 8175-8703
4091;(62) 2263-5566;(33) 9707-8139
4092;(21) 8215-9755;(85) 8894-6757
4093;(31) 3183-3773;(32) 5657-3236
4094;(28) 4089-2149;(11) 9358-4245
4095;(11) 6805-3979;(92) 8258-2761
4096;(14) 5969-4364;(71) 4931-2117
4097;(62) 9769-3935;(21) 7566-7106
4098;(43) 2513-5687;(51) 7103-6842
4099;(54) 3539-3375;(11) 2090-7638
4100;(12) 4652-8075;(11) 3094-9474
4101;(21) 3225-7575;(62) 7666-9013
4102;(11) 4738-6909;(38) 2528-8192
4103;(11) 7978-2423;(12) 4782-5472
4104;(34) 3071-4034;(11) 8290-6864
4105;(11) 7921-2067;(21) 4903-5209
4106;(11) 2119-8464;(27) 7358-9672
4107;(48) 4866-6929;(19) 4515-4136
4108;(61) 4487-9714;(61) 6565-3642
4109;(21) 4031-2038;(27) 7615-7647
4110;(31) 2769-8030;(91) 6315-7029
4111;(54) 4017-9603;(11) 6466-6741
4112;(31) 8558-8971;(11) 6770-4392
4113;(27) 6355-2597;(61) 3892-9959
4114;(21) 9030-4062;(71) 8286-4382
4115;(21) 2255-5921;(85) 3212-5341
4116;(41) 3374-5472;(86) 8785-5355
4117;(47) 5782-5246;(71) 9031-6726
4118;(28) 3450-8970;(43) 3918-4903
4119;(41) 3859-7823;(11) 3520-8482
4120;(92) 7390-5503;(18) 3232-5293
4121;(85) 3895-3702;(21) 2334-3361
4122;(21) 5926-5535;(85) 5032-2083
4123;(44) 4944-7938;(11) 5206-8663
4124;(21) 5699-3179;(21) 8988-8938
4125;(11) 3065-2338;(11) 9982-9541
4126;(62) 2918-5334;(14) 3055-4148
4127;(31) 2257-7035;(31) 2281-5150
4128;(11) 3782-7758;(71) 3933-2311
4129;(75) 3088-8654;(62) 9128-2835
4130;(47) 4747-4089;(64) 6170-2103
4131;(19) 6678-9485;(11) 9009-5555
4132;(11) 2509-9770;(11) 4534-9357
4133;(75) 8410-8602;(11) 7573-9751
4134;(21) 9837-9745;(11) 2401-8970
4135;(11) 8578-4131;(81) 6031-2200
4136;(81) 3125-7033;(71) 5418-3152
4137;(16) 6546-3662;(11) 2251-4660
4138;(47) 9988-7674;(19) 8964-7269
4139;(21) 5753-8153;(11) 3139-4962
4140;(92) 8710-8477;(19) 6727-2055
4141;(31) 6168-4781;(21) 5281-4351
4142;(51) 8809-3463;(43) 7257-5583
4143;(19) 5002-4513;(11) 4467-8197
4144;(16) 5887-5547;(31) 6627-7548
4145;(91) 6950-6417;(81) 2098-6961
4146;(21) 4490-5303;(27) 6361-8319
4147;(27) 3497-2287;(81) 3743-6121
4148;(51) 2702-7903;(11) 9886-3481
4149;(11) 9545-8531;(11) 7256-9772
4150;(55) 5353-5141;(62) 8272-6768
4151;(66) 3777-2302;(11) 2920-6391
4152;(47) 5964-4236;(51) 4913-2411
4153;(18) 6647-6038;(19) 2343-9973
4154;(67) 3120-3042;(87) 7188-9740
4155;(81) 7562-4854;(94) 5641-2248
4156;(27) 6657-4212;(95) 8673-6601
4157;(17) 9148-2396;(11) 9361-3893
4158;(11) 6885-4012;(94) 5229-3762
4159;(67) 8813-7736;(45) 5869-8320
4160;(71) 6375-2509;(27) 4192-8854
4161;(91) 9703-3455;(62) 5643-7371
4162;(28) 9414-2047;(62) 6887-4606
4163;(44) 5484-8362;(31) 3232-5418
4164;(62) 9311-3676;(16) 5827-8963
4165;(62) 9880-5455;(47) 7075-8731
4166;(81) 7452-8460;(47) 4996-3802
4167;(11) 2913-6088;(22) 8801-5272
4168;(63) 3654-2015;(11) 3235-5973
4169;(34) 9698-7624;(16) 6103-3090
4170;(43) 8408-9392;(21) 3290-9325
4171;(31) 8110-8484;(11) 5403-4228
4172;(11) 8991-8850;(62) 6104-2103
4173;(42) 4389-4684;(21) 3862-5373
4174;(11) 3360-2338;(27) 2387-3363
4175;(19) 3056-2694;(71) 9195-7900
4176;(51) 6811-5146;(11) 8312-7976
4177;(84) 8333-5592;(21) 4307-8910
4178;(65) 2494-8527;(62) 3827-3622
4179;(11) 8697-3847;(31) 6107-9101
4180;(31) 9296-6876;(11) 5155-8900
4181;(31) 9908-7998;(81) 9333-7940
4182;(71) 8866-8403;(87) 4893-2224
4183;(12) 6878-6128;(41) 7578-2663
4184;(19) 8420-9118;(63) 7132-3379
4185;(11) 6713-2998;(16) 3158-8955
4186;(11) 3278-3541;(69) 2310-2265
4187;(17) 6122-8453;(18) 6865-4014
4188;(11) 9788-6666;(71) 5375-3153
4189;(42) 9491-9865;(41) 4765-2715
4190;(44) 9234-7722;(27) 7754-5463
4191;(21) 8485-5897;(11) 4838-3718
4192;(62) 8668-9641;(61) 2999-6817
4193;(81) 2506-8055;(98) 5908-6433
4194;(81) 5327-7849;(16) 6650-8446
4195;(31) 9010-6608;(11) 4528-6424
4196;(15) 9615-8896;(16) 4052-7862
4197;(11) 4798-8760;(21) 4192-9135
4198;(83) 5486-3635;(81) 3160-4669
4199;(11) 6597-7899;(65) 9353-8297
4200;(68) 9763-5984;(34) 5042-9520
4201;(54) 8115-8857;(92) 2314-3204
4202;(61) 3014-7239;(81) 2555-8711
4203;(27) 6330-4568;(11) 6458-8005
4204;(11) 3206-9543;(16) 6273-6424
4205;(21) 7577-3766;(41) 7174-4642
4206;(74) 7559-6244;(27) 4716-9608
4207;(43) 7773-2043;(11) 3500-9657
4208;(82) 5135-2462;(27) 4468-7043
4209;(54) 4380-9436;(19) 5318-5787
4210;(11) 8301-2949;(61) 9144-2214
4211;(34) 9018-8290;(31) 5909-3433
4212;(91) 3482-8435;(22) 6544-4989
4213;(32) 8289-9509;(13) 7250-6657
4214;(37) 8512-5423;(32) 9308-2125
4215;(11) 9620-3556;(11) 9051-7391
4216;(11) 3809-2551;(31) 6008-4462
4217;(81) 5714-2098;(42) 7573-5994
4218;(35) 4365-2289;(19) 7059-6529
4219;(11) 9474-3795;(21) 2156-3403
4220;(21) 8865-5525;(62) 8313-3970
4221;(63) 3425-2512;(14) 3879-3139
4222;(48) 4048-8810;(11) 3439-7114
4223;(11) 6698-9952;(61) 5258-9602
4224;(22) 2431-9620;(48) 3212-4494
4225;(75) 3926-8250;(24) 7949-8630
4226;(11) 2875-3846;(91) 8641-3888
4227;(21) 7244-8107;(27) 8568-7383
4228;(41) 3589-2902;(61) 6617-3711
4229;(65) 2901-2538;(63) 6430-7673
4230;(11) 3259-8517;(14) 8347-6400
4231;(16) 6858-9001;(53) 8610-5092
4232;(19) 9869-7831;(51) 6714-6376
4233;(41) 4184-2533;(35) 4936-5463
4234;(69) 6579-5431;(12) 7316-6170
4235;(18) 9460-4612;(91) 7314-9757
4236;(47) 9672-3143;(14) 6858-5352
4237;(41) 5606-5421;(37) 9952-5905
4238;(85) 7959-7163;(71) 2519-5689
4239;(11) 7061-4291;(83) 4505-7924
4240;(21) 5373-9759;(62) 5597-4150
4241;(67) 9235-9273;(19) 2248-3083
4242;(22) 4751-5629;(11) 4690-8794
4243;(12) 6693-4035;(11) 7383-9038
4244;(11) 5058-8307;(62) 7093-9576
4245;(19) 4594-7885;(31) 2970-9140
4246;(61) 4226-2362;(11) 4024-3574
4247;(22) 7946-6332;(51) 8416-2087
4248;(31) 9778-4675;(81) 4619-7869
4249;(34) 4054-4716;(11) 8357-9582
4250;(34) 8926-2735;(41) 7972-8826
4251;(85) 6256-8460;(41) 7798-9618
4252;(54) 7307-9649;(54) 6086-5127
4253;(31) 3693-8530;(11) 4848-3164
4254;(33) 9702-2867;(81) 5633-5208
4255;(81) 4755-8527;(81) 2389-6374
4256;(85) 5560-3992;(27) 3925-6082
4257;(21) 6028-9135;(84) 2289-4862
4258;(21) 8552-2186;(48) 9545-8145
4259;(21) 5850-2699;(43) 2633-3353
4260;(11) 7870-4334;(81) 9581-4742
4261;(43) 7195-7409;(81) 3361-8125
